GO-term	Name	Category	P-value	ProteinAccessions	ProteinNames
GO:0034982	mitochondrial protein processing	biological_process	0.902713763291213	O75439|Q10713|Q9UJZ1|	PMPCB|PMPCA|STOML2|
GO:0035088	establishment or maintenance of apical/basal cell polarity	biological_process	0.04692563119074478	P61586|Q7KZI7|O14745|	RHOA|MARK2|SLC9A3R1|
GO:0035148	tube formation	biological_process	0.029419016654363854	P17612|P11233|Q86YT6|	PRKACA|RALA|MIB1|
GO:0035150	regulation of tube size	biological_process	0.06302333118791523	P61586|P55085|P09601|P52306|	RHOA|F2RL1|HMOX1|RAP1GDS1|
GO:0035239	tube morphogenesis	biological_process	0.0027054761244497162	P61586|P67870|P09601|P05556|Q08431|P17612|P11233|Q86YT6|	RHOA|CSNK2B|HMOX1|ITGB1|MFGE8|PRKACA|RALA|MIB1|
GO:0035295	tube development	biological_process	0.0027054761244497162	P61586|P67870|P09601|P05556|Q08431|P17612|P11233|Q86YT6|	RHOA|CSNK2B|HMOX1|ITGB1|MFGE8|PRKACA|RALA|MIB1|
GO:0035296	regulation of tube diameter	biological_process	0.06302333118791523	P61586|P55085|P09601|P52306|	RHOA|F2RL1|HMOX1|RAP1GDS1|
GO:0035383	thioester metabolic process	biological_process	0.3448186521234654	O95573|P50897|Q9UDR5|	ACSL3|PPT1|AASS|
GO:0035556	intracellular signal transduction	biological_process	7.871856699499028E-7	P61586|P05026|P26358|Q7KZI7|P62873|P09601|Q9P0L2|P27448|P61006|P17612|P13861|P31323|P62820|P61019|P51148|P11233|P35241|P51149|Q13617|Q13546|O14745|Q9UN86|P62877|Q99996|Q13283|P61026|O14578|Q9NP72|Q9UHD2|P61106|Q8TAD8|	RHOA|ATP1B1|DNMT1|MARK2|GNB1|HMOX1|MARK1|MARK3|RAB8A|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RAB2A|RAB5C|RALA|RDX|RAB7A|CUL2|RIPK1|SLC9A3R1|G3BP2|RBX1|AKAP9|G3BP1|RAB10|CIT|RAB18|TBK1|RAB14|SNIP1|
GO:0035567	non-canonical Wnt signaling pathway	biological_process	0.08695245604844618	O94973|P61586|Q96CW1|P62873|Q9HCE1|	AP2A2|RHOA|AP2M1|GNB1|MOV10|
GO:0035578	azurophil granule lumen	cellular_component	4.388922339685133E-5	P00387|P06280|Q92820|P61916|Q9H7Z7|	CYB5R3|GLA|GGH|NPC2|PTGES2|
GO:0035579	specific granule membrane	cellular_component	3.678756898097148E-4	P27105|O14975|Q8IWA5|Q4KMQ2|	STOM|SLC27A2|SLC44A2|ANO6|
GO:0035580	specific granule lumen	cellular_component	0.0027645561644255995	Q99519|Q92820|Q9BS26|	NEU1|GGH|ERP44|
GO:0035637	multicellular organismal signaling	biological_process	0.005483653277737073	P05026|P17612|Q99996|	ATP1B1|PRKACA|AKAP9|
GO:0035639	purine ribonucleoside triphosphate binding	molecular_function	0.02105165594300964	P62330|P61586|P05026|P38606|Q15904|Q9Y276|P19784|Q7KZI7|O95573|P13984|P14735|Q9P0L2|P27448|P61006|Q9HCE1|P17612|P62820|P61019|P51148|P11233|Q92900|P61011|P51149|Q13546|Q13283|Q9Y4L1|P61026|O14975|O14578|Q9NP72|Q9NU22|Q9UHD2|Q8N4C6|P61106|Q8TD19|	ARF6|RHOA|ATP1B1|ATP6V1A|ATP6AP1|BCS1L|CSNK2A2|MARK2|ACSL3|GTF2F2|IDE|MARK1|MARK3|RAB8A|MOV10|PRKACA|RAB1A|RAB2A|RAB5C|RALA|UPF1|SRP54|RAB7A|RIPK1|G3BP1|HYOU1|RAB10|SLC27A2|CIT|RAB18|MDN1|TBK1|NIN|RAB14|NEK9|
GO:0035690	cellular response to drug	biological_process	0.5938024080403933	P62873|Q92769|P09601|	GNB1|HDAC2|HMOX1|
GO:0035770	ribonucleoprotein granule	cellular_component	2.9302912148518106E-4	Q9HCE1|Q92900|Q13310|Q13283|Q92615|P11940|	MOV10|UPF1|PABPC4|G3BP1|LARP4B|PABPC1|
GO:0035966	response to topologically incorrect protein	biological_process	0.6467195404567794	O76024|O76061|Q9Y4L1|Q9BS26|Q9BZQ6|	WFS1|STC2|HYOU1|ERP44|EDEM3|
GO:0035967	cellular response to topologically incorrect protein	biological_process	0.7458718066309742	O76024|O76061|Q9Y4L1|	WFS1|STC2|HYOU1|
GO:0036094	small molecule binding	molecular_function	0.5790897478186185	P11310|P62330|P61586|P05026|P38606|Q15904|Q9Y276|P19784|P00387|P26358|Q7KZI7|P13804|O95573|P55789|P13984|P14735|Q9P0L2|P27448|P61006|Q9HCE1|O00469|P09884|P16435|P17612|P13861|P31323|P62820|P61019|P51148|P11233|Q92900|P61011|P51149|O00116|Q13546|Q13283|Q9Y4L1|P61916|P61026|Q12907|O14975|O14578|Q9NP72|Q9NU22|Q9H845|Q9UHD2|Q8N4C6|P61106|Q9H270|Q9H173|Q5VT66|Q9H773|Q8IWF2|Q9HAV7|Q8TD19|	ACADM|ARF6|RHOA|ATP1B1|ATP6V1A|ATP6AP1|BCS1L|CSNK2A2|CYB5R3|DNMT1|MARK2|ETFA|ACSL3|GFER|GTF2F2|IDE|MARK1|MARK3|RAB8A|MOV10|PLOD2|POLA1|POR|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RAB2A|RAB5C|RALA|UPF1|SRP54|RAB7A|AGPS|RIPK1|G3BP1|HYOU1|NPC2|RAB10|LMAN2|SLC27A2|CIT|RAB18|MDN1|ACAD9|TBK1|NIN|RAB14|VPS11|SIL1|MARC1|DCTPP1|FOXRED2|GRPEL1|NEK9|
GO:0036211	protein modification process	biological_process	0.001428415516891253	P61586|P19784|P67870|Q7KZI7|P35555|Q08379|Q92769|Q9P0L2|P27448|P61006|Q08431|O00469|P16435|P50897|P17612|P48556|P62820|P61019|O76024|Q13724|Q13617|O76061|Q13546|P62877|Q99996|Q9H4P4|P61962|Q6UX04|Q13438|Q7Z7A1|O14578|O95684|O75592|O60885|Q9ULT8|Q9UHD2|Q7Z5G4|Q9H2H8|Q9NXK8|Q86YT6|Q9BQQ3|Q9C0D3|Q9BZQ6|Q8TD19|	RHOA|CSNK2A2|CSNK2B|MARK2|FBN1|GOLGA2|HDAC2|MARK1|MARK3|RAB8A|MFGE8|PLOD2|POR|PPT1|PRKACA|PSMD8|RAB1A|RAB2A|WFS1|MOGS|CUL2|STC2|RIPK1|RBX1|AKAP9|RNF41|DCAF7|CWC27|OS9|CNTRL|CIT|FGFR1OP|MYCBP2|BRD4|HECTD1|TBK1|GOLGA7|PPIL3|FBXL12|MIB1|GORASP1|ZYG11B|EDEM3|NEK9|
GO:0036230	granulocyte activation	biological_process	0.43670720391699314	O94973|P61586|P67870|P00387|P27105|P55085|P06280|Q99519|P51148|P51149|Q92820|P61916|P61026|O14975|Q9NP72|Q9BS26|Q7Z5G4|P61106|Q8IWA5|Q9H7Z7|Q4KMQ2|	AP2A2|RHOA|CSNK2B|CYB5R3|STOM|F2RL1|GLA|NEU1|RAB5C|RAB7A|GGH|NPC2|RAB10|SLC27A2|RAB18|ERP44|GOLGA7|RAB14|SLC44A2|PTGES2|ANO6|
GO:0036293	response to decreased oxygen levels	biological_process	0.03563101315796982	P61586|P05026|P62873|P09601|O00469|Q13617|O76061|P62877|Q9Y4L1|	RHOA|ATP1B1|GNB1|HMOX1|PLOD2|CUL2|STC2|RBX1|HYOU1|
GO:0036294	cellular response to decreased oxygen levels	biological_process	0.18676038078280083	P62873|P09601|Q13617|O76061|P62877|Q9Y4L1|	GNB1|HMOX1|CUL2|STC2|RBX1|HYOU1|
GO:0036296	response to increased oxygen levels	biological_process	0.3448186521234654	P38606|Q15904|Q92769|	ATP6V1A|ATP6AP1|HDAC2|
GO:0036464	cytoplasmic ribonucleoprotein granule	cellular_component	2.9302912148518106E-4	Q9HCE1|Q92900|Q13310|Q13283|Q92615|P11940|	MOV10|UPF1|PABPC4|G3BP1|LARP4B|PABPC1|
GO:0036477	somatodendritic compartment	cellular_component	0.007040763777279185	P61586|Q7KZI7|P62873|P05556|Q9P0L2|P27448|P61006|P50897|P17612|P31323|O76024|Q99996|Q13283|O14578|Q8NEJ9|Q9H845|Q8N4C6|Q9NQC3|	RHOA|MARK2|GNB1|ITGB1|MARK1|MARK3|RAB8A|PPT1|PRKACA|PRKAR2B|WFS1|AKAP9|G3BP1|CIT|NGDN|ACAD9|NIN|RTN4|
GO:0036503	ERAD pathway	biological_process	0.11959772592320542	O76024|Q13438|Q96DZ1|Q8IWF2|Q9BZQ6|	WFS1|OS9|ERLEC1|FOXRED2|EDEM3|
GO:0040007	growth	biological_process	0.3628630955957633	P12109|P05556|Q15056|Q8N4C6|	COL6A1|ITGB1|EIF4H|NIN|
GO:0040008	regulation of growth	biological_process	0.6622768218706803	Q08117|P61586|P16435|P50897|O76024|O76061|O95684|Q13868|Q9NQC3|	AES|RHOA|POR|PPT1|WFS1|STC2|FGFR1OP|EXOSC2|RTN4|
GO:0040011	locomotion	biological_process	0.0020936286684435294	P61586|P05026|Q7KZI7|P55085|P05556|Q9P0L2|P62820|P11233|P51149|O75592|Q9UH99|Q9NQC3|Q4KMQ2|	RHOA|ATP1B1|MARK2|F2RL1|ITGB1|MARK1|RAB1A|RALA|RAB7A|MYCBP2|SUN2|RTN4|ANO6|
GO:0040012	regulation of locomotion	biological_process	0.010479557250782527	P62330|P61586|P67870|P55085|P09601|P35241|O14745|Q9H4P4|O95684|O75592|Q9UH99|Q9NQC3|Q4KMQ2|	ARF6|RHOA|CSNK2B|F2RL1|HMOX1|RDX|SLC9A3R1|RNF41|FGFR1OP|MYCBP2|SUN2|RTN4|ANO6|
GO:0040013	negative regulation of locomotion	biological_process	0.08695245604844618	P61586|P67870|P09601|O14745|Q9H4P4|	RHOA|CSNK2B|HMOX1|SLC9A3R1|RNF41|
GO:0040017	positive regulation of locomotion	biological_process	0.00966238557585819	P62330|P61586|P55085|P09601|P35241|O95684|Q9UH99|Q9NQC3|Q4KMQ2|	ARF6|RHOA|F2RL1|HMOX1|RDX|FGFR1OP|SUN2|RTN4|ANO6|
GO:0040029	regulation of gene expression, epigenetic	biological_process	0.7423546329682812	P26358|Q92769|Q9HCE1|Q92900|Q8TAD8|	DNMT1|HDAC2|MOV10|UPF1|SNIP1|
GO:0042060	wound healing	biological_process	0.006014011427794617	P61586|P55085|P62873|Q92769|P09601|P17612|P13861|P31323|O00203|Q13310|Q4KMQ2|	RHOA|F2RL1|GNB1|HDAC2|HMOX1|PRKACA|PRKAR2A|PRKAR2B|AP3B1|PABPC4|ANO6|
GO:0042063	gliogenesis	biological_process	0.10579091461789708	P61586|Q9UH99|Q9NQC3|	RHOA|SUN2|RTN4|
GO:0042110	T cell activation	biological_process	0.8088205323061611	P61586|P55085|Q9UJZ1|	RHOA|F2RL1|STOML2|
GO:0042119	neutrophil activation	biological_process	0.43670720391699314	O94973|P61586|P67870|P00387|P27105|P55085|P06280|Q99519|P51148|P51149|Q92820|P61916|P61026|O14975|Q9NP72|Q9BS26|Q7Z5G4|P61106|Q8IWA5|Q9H7Z7|Q4KMQ2|	AP2A2|RHOA|CSNK2B|CYB5R3|STOM|F2RL1|GLA|NEU1|RAB5C|RAB7A|GGH|NPC2|RAB10|SLC27A2|RAB18|ERP44|GOLGA7|RAB14|SLC44A2|PTGES2|ANO6|
GO:0042127	regulation of cell proliferation	biological_process	0.005705684417727759	P61586|P67870|P26358|P63218|Q92769|P09601|P05556|P16435|Q13617|O14745|Q9H4P4|O95684|P37198|Q9NQC3|	RHOA|CSNK2B|DNMT1|GNG5|HDAC2|HMOX1|ITGB1|POR|CUL2|SLC9A3R1|RNF41|FGFR1OP|NUP62|RTN4|
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	cellular_component	0.47333928219720295	P61586|Q15904|P00387|O95573|P09601|O00469|P16435|P62820|P61019|O76024|Q13724|P61970|P61026|Q13438|Q12907|O14975|Q9NP72|Q8N766|Q9BS26|Q8TEM1|P37198|P61106|Q9NQC3|Q96HR9|	RHOA|ATP6AP1|CYB5R3|ACSL3|HMOX1|PLOD2|POR|RAB1A|RAB2A|WFS1|MOGS|NUTF2|RAB10|OS9|LMAN2|SLC27A2|RAB18|EMC1|ERP44|NUP210|NUP62|RAB14|RTN4|REEP6|
GO:0042176	regulation of protein catabolic process	biological_process	0.18981194855412273	P19784|P14735|P17612|P35241|P51149|P62877|Q9H4P4|Q13438|O75592|Q96DZ1|Q9H270|	CSNK2A2|IDE|PRKACA|RDX|RAB7A|RBX1|RNF41|OS9|MYCBP2|ERLEC1|VPS11|
GO:0042177	negative regulation of protein catabolic process	biological_process	0.41300657794238405	P19784|Q13438|O75592|Q96DZ1|	CSNK2A2|OS9|MYCBP2|ERLEC1|
GO:0042221	response to chemical	biological_process	0.4662493247442433	Q08117|P61586|P38606|Q15904|P49454|P12109|P67870|P26358|O95573|P35555|P62873|P13984|Q92769|P09601|P14735|P05556|P61006|P16435|P17612|P13861|P31323|P11233|P35241|Q92900|P09132|P61011|O76094|O76024|Q13617|P78406|O76061|Q13546|Q92820|P62877|Q99996|O43823|Q9Y4L1|P61026|Q13438|Q9BS26|O75592|P37198|Q96DZ1|Q9UHD2|P61106|Q5VT66|Q8IWF2|Q9BZQ6|Q4KMQ2|	AES|RHOA|ATP6V1A|ATP6AP1|CENPF|COL6A1|CSNK2B|DNMT1|ACSL3|FBN1|GNB1|GTF2F2|HDAC2|HMOX1|IDE|ITGB1|RAB8A|POR|PRKACA|PRKAR2A|PRKAR2B|RALA|RDX|UPF1|SRP19|SRP54|SRP72|WFS1|CUL2|RAE1|STC2|RIPK1|GGH|RBX1|AKAP9|AKAP8|HYOU1|RAB10|OS9|ERP44|MYCBP2|NUP62|ERLEC1|TBK1|RAB14|MARC1|FOXRED2|EDEM3|ANO6|
GO:0042254	ribosome biogenesis	biological_process	1.6260083540462715E-6	Q99567|O43818|O00566|Q96B26|Q9NU22|Q13868|Q8NEJ9|Q9NY61|Q9NQT5|Q9Y399|Q9NQT4|Q9BSC4|	NUP88|RRP9|MPHOSPH10|EXOSC8|MDN1|EXOSC2|NGDN|AATF|EXOSC3|MRPS2|EXOSC5|NOL10|
GO:0042277	peptide binding	molecular_function	0.412159598845936	Q96CW1|P14735|P52948|P61011|P35658|Q9H7Z7|	AP2M1|IDE|NUP98|SRP54|NUP214|PTGES2|
GO:0042306	regulation of protein import into nucleus	biological_process	5.964734144435641E-4	P61970|P37198|Q7Z3B4|	NUTF2|NUP62|NUP54|
GO:0042325	regulation of phosphorylation	biological_process	1.7878506364301503E-4	P61586|Q15904|P67870|Q7KZI7|P55085|Q92769|P17612|P13861|P31323|Q13546|O14745|Q99996|Q9H4P4|O43823|O95684|O60885|P37198|Q9UHD2|	RHOA|ATP6AP1|CSNK2B|MARK2|F2RL1|HDAC2|PRKACA|PRKAR2A|PRKAR2B|RIPK1|SLC9A3R1|AKAP9|RNF41|AKAP8|FGFR1OP|BRD4|NUP62|TBK1|
GO:0042326	negative regulation of phosphorylation	biological_process	1.7613442179252413E-4	P61586|P55085|P13861|P31323|O14745|O95684|P37198|	RHOA|F2RL1|PRKAR2A|PRKAR2B|SLC9A3R1|FGFR1OP|NUP62|
GO:0042327	positive regulation of phosphorylation	biological_process	0.001565558412158655	P61586|Q15904|P67870|Q7KZI7|P55085|Q92769|P17612|P13861|P31323|Q13546|Q99996|Q9UHD2|	RHOA|ATP6AP1|CSNK2B|MARK2|F2RL1|HDAC2|PRKACA|PRKAR2A|PRKAR2B|RIPK1|AKAP9|TBK1|
GO:0042330	taxis	biological_process	0.08092768885594051	P61586|P11233|O75592|Q4KMQ2|	RHOA|RALA|MYCBP2|ANO6|
GO:0042383	sarcolemma	cellular_component	0.02723999000694707	P05026|P12109|P05556|P35241|	ATP1B1|COL6A1|ITGB1|RDX|
GO:0042391	regulation of membrane potential	biological_process	0.8088205323061611	P05026|Q99996|Q9UJZ1|	ATP1B1|AKAP9|STOML2|
GO:0042470	melanosome	cellular_component	0.017259321412876494	P27105|P05556|P62820|P61019|P51148|P51149|Q92820|	STOM|ITGB1|RAB1A|RAB2A|RAB5C|RAB7A|GGH|
GO:0042493	response to drug	biological_process	0.8133215821506359	P61586|P49454|P62873|Q92769|P09601|P16435|P31323|P09132|P61011|O76094|Q92820|	RHOA|CENPF|GNB1|HDAC2|HMOX1|POR|PRKAR2B|SRP19|SRP54|SRP72|GGH|
GO:0042578	phosphoric ester hydrolase activity	molecular_function	0.014437697720659228	P62873|P09601|P13861|P31323|	GNB1|HMOX1|PRKAR2A|PRKAR2B|
GO:0042579	microbody	cellular_component	0.23573361726507117	O95573|P14735|O00116|O14975|Q2T9J0|	ACSL3|IDE|AGPS|SLC27A2|TYSND1|
GO:0042581	specific granule	cellular_component	0.6651942727758965	P27105|Q99519|Q92820|O14975|Q9BS26|Q8IWA5|Q4KMQ2|	STOM|NEU1|GGH|SLC27A2|ERP44|SLC44A2|ANO6|
GO:0042582	azurophil granule	cellular_component	0.2564132710757499	P00387|P27105|P06280|P51148|Q92820|P61916|Q9H7Z7|	CYB5R3|STOM|GLA|RAB5C|GGH|NPC2|PTGES2|
GO:0042592	homeostatic process	biological_process	0.9325863116856254	P05026|P38606|Q15904|P55085|P62873|P09601|P14735|P09884|P50897|P49642|P49643|P17612|P13861|P31323|P52306|Q92900|O76024|P51149|O76061|O14745|Q14157|P61916|Q9BS26|Q14181|Q9UJZ1|Q9H7Z7|Q4KMQ2|	ATP1B1|ATP6V1A|ATP6AP1|F2RL1|GNB1|HMOX1|IDE|POLA1|PPT1|PRIM1|PRIM2|PRKACA|PRKAR2A|PRKAR2B|RAP1GDS1|UPF1|WFS1|RAB7A|STC2|SLC9A3R1|UBAP2L|NPC2|ERP44|POLA2|STOML2|PTGES2|ANO6|
GO:0042623	ATPase activity, coupled	molecular_function	0.7736792611518097	P05026|P38606|Q15904|Q9HCE1|Q92900|Q13283|	ATP1B1|ATP6V1A|ATP6AP1|MOV10|UPF1|G3BP1|
GO:0042625	ATPase coupled ion transmembrane transporter activity	molecular_function	0.06302333118791523	P05026|P38606|Q15904|	ATP1B1|ATP6V1A|ATP6AP1|
GO:0042626	ATPase activity, coupled to transmembrane movement of substances	molecular_function	0.06302333118791523	P05026|P38606|Q15904|	ATP1B1|ATP6V1A|ATP6AP1|
GO:0042719	mitochondrial intermembrane space protein transporter complex	cellular_component	3.678756898097148E-4	Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|	TIMM10B|TIMM10|TIMM9|TIMM8B|
GO:0042721	TIM22 mitochondrial import inner membrane insertion complex	cellular_component	0.0027645561644255995	Q9Y5J6|P62072|	TIMM10B|TIMM10|
GO:0042737	drug catabolic process	biological_process	0.902713763291213	P14735|P16435|Q9UDR5|	IDE|POR|AASS|
GO:0042742	defense response to bacterium	biological_process	0.07185340703421195	P62820|Q9UHD2|P61106|	RAB1A|TBK1|RAB14|
GO:0042773	ATP synthesis coupled electron transport	biological_process	0.3448186521234654	Q9Y6M9|O75439|Q9Y375|	NDUFB9|PMPCB|NDUFAF1|
GO:0042775	mitochondrial ATP synthesis coupled electron transport	biological_process	0.3448186521234654	Q9Y6M9|O75439|Q9Y375|	NDUFB9|PMPCB|NDUFAF1|
GO:0042802	identical protein binding	molecular_function	0.8039557333485747	P11310|P49454|P67870|P27105|P35555|P06280|Q08379|P09601|P14735|P35241|Q04724|O76061|Q13546|P61970|O95684|Q96B26|O75592|Q9UH99|P62072|Q9Y5J7|Q9UHD2|Q9H773|Q9HAV7|Q4KMQ2|	ACADM|CENPF|CSNK2B|STOM|FBN1|GLA|GOLGA2|HMOX1|IDE|RDX|TLE1|STC2|RIPK1|NUTF2|FGFR1OP|EXOSC8|MYCBP2|SUN2|TIMM10|TIMM9|TBK1|DCTPP1|GRPEL1|ANO6|
GO:0042803	protein homodimerization activity	molecular_function	0.796460424285439	P49454|P27105|P06280|P09601|P14735|P35241|O76061|O95684|O75592|P62072|Q9Y5J7|Q9HAV7|Q4KMQ2|	CENPF|STOM|GLA|HMOX1|IDE|RDX|STC2|FGFR1OP|MYCBP2|TIMM10|TIMM9|GRPEL1|ANO6|
GO:0042886	amide transport	biological_process	3.6873918306437614E-4	O94973|P62330|P05026|P38606|Q15904|P49454|Q96CW1|P55085|P14735|P61006|Q99567|P52948|P50897|P62820|P61019|P51148|Q92900|P09132|P61011|O76094|P51149|P35658|P78406|O00116|O00203|O14745|O75439|P61970|O43823|O95391|P61026|Q13438|Q12907|O14975|Q9NP72|Q10713|Q8TEM1|Q96JC1|P37198|Q9Y3U8|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q96DZ1|Q7Z5G4|P61106|Q7Z3B4|Q9H270|Q9H173|Q9BQQ3|Q9HAV7|Q96DA6|Q2T9J0|	AP2A2|ARF6|ATP1B1|ATP6V1A|ATP6AP1|CENPF|AP2M1|F2RL1|IDE|RAB8A|NUP88|NUP98|PPT1|RAB1A|RAB2A|RAB5C|UPF1|SRP19|SRP54|SRP72|RAB7A|NUP214|RAE1|AGPS|AP3B1|SLC9A3R1|PMPCB|NUTF2|AKAP8|SLU7|RAB10|OS9|LMAN2|SLC27A2|RAB18|PMPCA|NUP210|VPS39|NUP62|RPL36|TIMM10B|TIMM10|TIMM9|TIMM8B|ERLEC1|GOLGA7|RAB14|NUP54|VPS11|SIL1|GORASP1|GRPEL1|DNAJC19|TYSND1|
GO:0042981	regulation of apoptotic process	biological_process	0.7828528943741511	Q08117|P61586|P19784|P26358|Q92769|P09601|P05556|P16435|P50897|Q04724|O76024|Q13546|O14745|Q9Y4L1|P37198|Q9NY61|Q9NQC3|Q4KMQ2|	AES|RHOA|CSNK2A2|DNMT1|HDAC2|HMOX1|ITGB1|POR|PPT1|TLE1|WFS1|RIPK1|SLC9A3R1|HYOU1|NUP62|AATF|RTN4|ANO6|
GO:0042995	cell projection	cellular_component	3.6515299703855586E-6	P11310|P62330|P61586|P38606|P49454|P67870|Q7KZI7|P55085|P62873|P05556|Q9P0L2|P27448|P61006|P50897|P17612|P13861|P31323|P35241|O76024|O00203|O14745|Q5VT06|Q99996|P61026|Q7Z7A1|O95684|Q9BV73|O75592|Q8NEJ9|Q9H845|Q8N4C6|Q9NQC3|Q96HR9|	ACADM|ARF6|RHOA|ATP6V1A|CENPF|CSNK2B|MARK2|F2RL1|GNB1|ITGB1|MARK1|MARK3|RAB8A|PPT1|PRKACA|PRKAR2A|PRKAR2B|RDX|WFS1|AP3B1|SLC9A3R1|CEP350|AKAP9|RAB10|CNTRL|FGFR1OP|CEP250|MYCBP2|NGDN|ACAD9|NIN|RTN4|REEP6|
GO:0043005	neuron projection	cellular_component	0.004972135901126307	P11310|P61586|Q7KZI7|P62873|P05556|Q9P0L2|P27448|P61006|P50897|P17612|P31323|P35241|O76024|O00203|O14745|Q99996|O75592|Q8NEJ9|Q9H845|Q8N4C6|Q96HR9|	ACADM|RHOA|MARK2|GNB1|ITGB1|MARK1|MARK3|RAB8A|PPT1|PRKACA|PRKAR2B|RDX|WFS1|AP3B1|SLC9A3R1|AKAP9|MYCBP2|NGDN|ACAD9|NIN|REEP6|
GO:0043009	chordate embryonic development	biological_process	0.004956075507013374	P05556|P17612|P11233|Q86YT6|	ITGB1|PRKACA|RALA|MIB1|
GO:0043010	camera-type eye development	biological_process	0.10242685396246473	P35555|P35556|P62873|Q92769|	FBN1|FBN2|GNB1|HDAC2|
GO:0043015	gamma-tubulin binding	molecular_function	0.0027645561644255995	Q96CW5|Q9BSJ2|Q96SN8|	TUBGCP3|TUBGCP2|CDK5RAP2|
GO:0043021	ribonucleoprotein complex binding	molecular_function	0.08292296997893871	P67870|P09132|P61011|O76094|Q15056|Q92552|	CSNK2B|SRP19|SRP54|SRP72|EIF4H|MRPS27|
GO:0043022	ribosome binding	molecular_function	0.017663661769845344	P09132|O76094|Q92552|	SRP19|SRP72|MRPS27|
GO:0043025	neuronal cell body	cellular_component	0.046331869998764735	P61006|P50897|P31323|Q99996|Q13283|O14578|Q9NQC3|	RAB8A|PPT1|PRKAR2B|AKAP9|G3BP1|CIT|RTN4|
GO:0043043	peptide biosynthetic process	biological_process	2.4830142833603453E-5	Q15056|Q13310|Q92552|Q9Y3U8|P11940|Q9Y399|P82663|P82675|	EIF4H|PABPC4|MRPS27|RPL36|PABPC1|MRPS2|MRPS25|MRPS5|
GO:0043062	extracellular structure organization	biological_process	0.022436230640299322	P12109|O95573|P35555|P35556|P05556|O00469|P17612|	COL6A1|ACSL3|FBN1|FBN2|ITGB1|PLOD2|PRKACA|
GO:0043065	positive regulation of apoptotic process	biological_process	0.2564132710757499	Q08117|P61586|P09601|P05556|Q13546|O14745|Q4KMQ2|	AES|RHOA|HMOX1|ITGB1|RIPK1|SLC9A3R1|ANO6|
GO:0043066	negative regulation of apoptotic process	biological_process	0.8417705280998373	P61586|P19784|P26358|Q92769|P09601|P05556|P16435|P50897|Q04724|O76024|Q13546|Q9Y4L1|P37198|Q9NY61|	RHOA|CSNK2A2|DNMT1|HDAC2|HMOX1|ITGB1|POR|PPT1|TLE1|WFS1|RIPK1|HYOU1|NUP62|AATF|
GO:0043067	regulation of programmed cell death	biological_process	0.7828528943741511	Q08117|P61586|P19784|P26358|Q92769|P09601|P05556|P16435|P50897|Q04724|O76024|Q13546|O14745|Q9Y4L1|P37198|Q9NY61|Q9NQC3|Q4KMQ2|	AES|RHOA|CSNK2A2|DNMT1|HDAC2|HMOX1|ITGB1|POR|PPT1|TLE1|WFS1|RIPK1|SLC9A3R1|HYOU1|NUP62|AATF|RTN4|ANO6|
GO:0043068	positive regulation of programmed cell death	biological_process	0.2564132710757499	Q08117|P61586|P09601|P05556|Q13546|O14745|Q4KMQ2|	AES|RHOA|HMOX1|ITGB1|RIPK1|SLC9A3R1|ANO6|
GO:0043069	negative regulation of programmed cell death	biological_process	0.8417705280998373	P61586|P19784|P26358|Q92769|P09601|P05556|P16435|P50897|Q04724|O76024|Q13546|Q9Y4L1|P37198|Q9NY61|	RHOA|CSNK2A2|DNMT1|HDAC2|HMOX1|ITGB1|POR|PPT1|TLE1|WFS1|RIPK1|HYOU1|NUP62|AATF|
GO:0043085	positive regulation of catalytic activity	biological_process	7.368110040566919E-5	P61586|P05026|Q7KZI7|P55085|Q08379|P05556|P16435|P17612|P13861|P31323|P62820|P52306|Q13546|Q9BQQ3|Q96DA6|	RHOA|ATP1B1|MARK2|F2RL1|GOLGA2|ITGB1|POR|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RAP1GDS1|RIPK1|GORASP1|DNAJC19|
GO:0043086	negative regulation of catalytic activity	biological_process	0.21336868744622642	P06280|P16435|P13861|P31323|P35241|Q99996|O00566|O95684|P37198|	GLA|POR|PRKAR2A|PRKAR2B|RDX|AKAP9|MPHOSPH10|FGFR1OP|NUP62|
GO:0043087	regulation of GTPase activity	biological_process	0.03657078126592459	P55085|P05556|P52306|P35241|	F2RL1|ITGB1|RAP1GDS1|RDX|
GO:0043112	receptor metabolic process	biological_process	0.010116491878262655	O94973|Q96CW1|P05556|	AP2A2|AP2M1|ITGB1|
GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	biological_process	0.41822479659075484	P61586|P55085|P09601|Q04724|Q13546|O60885|P37198|Q9UHD2|Q8IWA5|	RHOA|F2RL1|HMOX1|TLE1|RIPK1|BRD4|NUP62|TBK1|SLC44A2|
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	biological_process	0.26567245413958007	P61586|P55085|P09601|Q13546|O60885|P37198|Q9UHD2|Q8IWA5|	RHOA|F2RL1|HMOX1|RIPK1|BRD4|NUP62|TBK1|SLC44A2|
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	biological_process	0.510033481788937	P61586|Q04724|Q13546|	RHOA|TLE1|RIPK1|
